Month,End use Consumption,Temp,Coal,Petroleum,Natural Gas,Nuclear,Hydropower,Biomass,Geothermal,Solar,Wind
1993/10/1,240.349,52.97,133.028088,8.111584,30.283827,44.434321,18.004068,2.193516,1.385085,0.033936,0.284502
1993/11/1,234.895,39.22,134.411994,7.92124,27.141927,46.862472,18.769996,2.167526,1.371456,0.026759,0.457677
1993/12/1,253.477,34.2,146.132338,10.9077,22.790135,53.108129,22.2303,2.229896,1.41145,0.013866,0.272132
1994/1/1,273.593,29.34,155.627101,15.825255,22.319587,56.846753,20.826757,2.280611,1.412708,0.025368,0
1994/2/1,250.675,31.87,133.605869,10.465244,19.241706,49.821381,19.95819,2.0071,1.284857,0.021584,0.100401
1994/3/1,243.997,44.51,136.041525,8.628372,24.081673,48.969479,23.040371,2.227847,1.294141,0.049475,0.546629
1994/4/1,231.647,52.66,122.009284,8.318377,26.8083,43.192096,24.115206,1.96989,1.325641,0.048074,0.412761
1994/5/1,232.734,60.67,128.833659,7.577159,27.393044,48.525043,25.285426,1.968302,1.301071,0.050036,0.368138
1994/6/1,264.668,70.95,150.215334,10.716954,40.731943,51.751052,24.423923,2.050981,1.168938,0.056483,0.368138
1994/7/1,291.197,73.62,155.046372,10.099205,46.180999,59.122618,22.81247,2.338217,1.238416,0.053119,0.189647
1994/8/1,285.68,72.21,154.238173,6.572441,49.2785,60.104031,19.820578,2.164556,1.36468,0.039384,0.133868
1994/9/1,266.757,65.55,134.544362,5.448297,38.16059,55.628189,16.186894,1.989478,1.261829,0.049615,0.312359
1994/10/1,246.075,54.21,132.076877,4.949521,34.362058,50.702568,17.101532,2.412365,1.294504,0.055782,0.356982
1994/11/1,238.527,42.57,125.930588,4.856304,30.172783,55.279658,18.695046,2.329717,1.280548,0.027611,0.49085
1994/12/1,255.337,36.23,138.106948,5.21949,26.958141,60.496964,21.738433,2.477062,1.308122,0.010091,0.167335
1995/1/1,267.382,33.08,145.267305,4.658381,26.378645,63.341706,24.43476,1.978745,1.151068,0.005211,0.005703
1995/2/1,250.262,37.36,131.022453,7.8871,22.400125,51.858111,24.606214,1.66684,0.835906,0.009024,0.023382
1995/3/1,248.535,43.34,129.51621,3.450021,32.524436,51.87992,28.071151,1.804954,0.918627,0.017666,0.004562
1995/4/1,234.055,49.41,121.167787,3.71298,30.094136,49.320883,24.145375,2.342304,0.794558,0.05122,0.006843
1995/5/1,241.4,58.64,128.539292,4.916989,33.640039,54.386954,27.296888,1.566154,0.718396,0.067997,0.408613
1995/6/1,266.831,67.55,140.85791,4.952429,38.730404,56.380848,29.697961,2.029891,0.791132,0.081342,0.498433
1995/7/1,295.762,73.54,161.553153,8.121871,52.865374,62.037146,26.991234,2.339451,0.860002,0.072572,0.619905
1995/8/1,313.962,74.32,170.042788,9.248235,60.566355,61.660819,23.952016,2.46336,1.478777,0.070284,0.545767
1995/9/1,278.708,64.69,137.9522,5.431737,41.574692,55.689862,19.67775,2.263894,1.034776,0.052237,0.572856
1995/10/1,253.837,54.45,133.951168,3.919799,31.476719,54.29347,22.747616,2.494049,1.744081,0.035968,0.25663
1995/11/1,247.693,42.04,136.583551,3.943608,26.272859,52.708355,25.0961,2.409729,1.562952,0.025165,0.125179
1995/12/1,265.537,33.42,149.602502,7.902703,22.654809,59.844049,28.693371,2.223181,1.487983,0.008134,0.096379
1996/1/1,285.304,29.7,155.428691,8.740992,23.145702,62.941562,30.190041,1.922839,0.9683,0.012993,0.147279
1996/2/1,267.834,35.69,140.232939,9.153968,19.212431,55.927692,31.246296,1.843266,0.987784,0.019079,0.111817
1996/3/1,261.478,39.02,141.140094,6.774972,21.933493,55.47388,33.295511,2.136262,0.926931,0.059209,0.187533
1996/4/1,241.353,50.65,127.693673,3.554463,23.947867,50.32524,31.292068,1.696053,1.05334,0.07434,0.2444
1996/5/1,251.7,60.98,137.115928,4.432699,36.652423,55.636922,32.685497,1.883533,0.707462,0.085689,0.391679
1996/6/1,278.867,69.87,148.971279,6.197986,41.417214,57.497751,31.37282,2.264086,1.060028,0.091281,0.375705
1996/7/1,299.818,73.63,161.666107,8.42041,49.20132,60.953431,28.374968,2.499452,1.519593,0.071215,0.535125
1996/8/1,304.211,72.43,164.996464,7.028775,50.793369,61.476508,25.811954,2.209008,1.572002,0.031907,0.415001
1996/9/1,280.718,63.46,145.153849,5.391368,39.290067,54.59287,21.755618,2.208403,1.359024,0.010033,0.351425
1996/10/1,258.423,53.65,145.45867,3.730071,31.445012,50.612356,22.204205,2.682122,1.45237,0.028289,0.253026
1996/11/1,253.611,39.63,148.092563,4.769302,23.822316,52.131809,23.148959,2.504786,1.473885,0.019901,0.098718
1996/12/1,270.449,33.91,156.022734,6.587858,17.896078,57.158525,29.7809,2.352769,1.247965,0.017269,0.12236
1997/1/1,288.652,29.95,164.259486,9.148459,18.820869,58.914427,32.422741,2.183662,1.115892,0.011748,0.120475
1997/2/1,262.503,36.05,137.486321,4.982042,18.984181,50.657615,31.001351,2.035157,0.833894,0.034215,0.108923
1997/3/1,256.201,44.67,140.371152,4.832967,25.628745,50.414084,34.423384,2.117443,1.178867,0.044935,0.148531
1997/4/1,247.091,47.91,134.17215,4.366151,26.585961,44.882839,31.553015,2.323836,1.303916,0.061969,0.324018
1997/5/1,249.439,59.4,138.618583,4.951112,31.266462,47.031786,33.627131,2.4343,1.267653,0.052864,0.350423
1997/6/1,274.074,68.31,148.700259,7.483573,40.091513,52.094784,33.894816,2.108785,1.035731,0.078122,0.517108
1997/7/1,310.389,73.18,170.167271,10.089968,56.922638,57.352132,31.140592,2.299087,1.377737,0.072395,0.509406
1997/8/1,308.544,71.74,165.377068,8.576106,52.463179,61.0837,26.467482,2.368293,1.360902,0.060207,0.53031
1997/9/1,291.931,66.42,154.218768,8.550589,45.480715,52.58611,23.017552,2.080745,1.298792,0.033774,0.260204
1997/10/1,276.559,53.92,154.806215,7.889733,32.793804,46.981239,24.331633,2.611489,1.283962,0.0326,0.274507
1997/11/1,259.225,40.87,148.728808,7.407142,23.99255,51.188914,23.324421,2.317221,1.279228,0.016447,0.072615
1997/12/1,277.242,34,163.855678,8.201209,26.565204,55.456541,25.443845,2.284776,1.389527,0.011894,0.071515
1998/1/1,284.851,34.99,160.360115,7.089253,23.759345,57.88888,28.330826,2.314517,1.402262,0.00878,0.017395
1998/2/1,261.068,38.71,139.689849,6.307912,18.713574,50.998718,29.488745,1.991889,1.113638,0.006785,0.008186
1998/3/1,266.726,41.34,147.901511,9.631865,27.296746,53.711047,31.151956,2.331227,1.388853,0.049888,0.006139
1998/4/1,252.048,51.06,135.407765,7.562351,26.849263,47.502988,28.124049,2.303393,0.914509,0.055476,0.085951
1998/5/1,267.087,62.47,148.792084,10.57737,39.576722,51.496327,32.634424,2.505491,0.823407,0.037715,0.143252
1998/6/1,296.878,68.13,161.122231,13.468566,50.933616,55.731853,31.794087,1.810961,1.009301,0.06685,0.394967
1998/7/1,328.411,75.49,176.980559,15.100741,61.295676,61.499085,28.174369,2.362347,1.280061,0.081018,0.547429
1998/8/1,333.857,74.03,176.421013,14.468937,62.241478,60.368984,24.686119,2.411754,1.377533,0.072837,0.421571
1998/9/1,311.12,68.99,158.732176,11.692334,52.481099,57.205864,20.474207,2.330719,1.352908,0.051884,0.475803
1998/10/1,279.719,55.13,147.849329,8.141602,34.765459,57.429377,18.565227,2.574805,1.493723,0.037516,0.298784
1998/11/1,262.297,44.91,141.174369,8.211209,24.971717,57.37239,19.681952,2.084149,1.330988,0.020155,0.181112
1998/12/1,281.035,35.55,155.762305,9.95895,26.407884,62.496591,24.76066,2.820053,1.286734,0.01357,0.445106
1999/1/1,298.421,33.78,163.017163,12.577741,27.518612,65.689472,29.07039,2.384994,1.323272,0.007667,0.337019
1999/2/1,264.108,39.49,139.944645,9.994242,23.333051,57.489279,28.255888,2.197965,1.06611,0.014029,0.308918
1999/3/1,274.11,42.8,148.914579,10.683528,31.705667,58.838125,31.590462,2.100256,1.254848,0.038334,0.446692
1999/4/1,260.766,51.55,140.376421,9.008366,38.815715,48.529139,26.921795,2.487126,1.055693,0.05481,0.373317
1999/5/1,269.133,60.06,146.738455,9.317124,41.299393,56.056776,28.554204,2.829404,1.309989,0.063292,0.275548
1999/6/1,298.908,68.31,159.879779,10.274429,49.195929,62.300248,30.100784,2.453345,1.212609,0.066065,0.253887
1999/7/1,340.414,74.3,181.287756,14.840022,65.082512,66.814583,29.233124,2.5311,1.223695,0.066555,0.456059
1999/8/1,339.129,72.91,175.317462,12.320725,63.945144,68.142717,25.333959,2.388614,1.249497,0.054647,0.382294
1999/9/1,309.115,64.35,156.297977,7.722669,42.500647,60.935054,20.573213,2.336498,1.255613,0.038008,0.377415
1999/10/1,279.076,54.75,148.843457,6.446206,36.918665,55.343056,19.5993,2.194595,1.301961,0.048611,0.418591
1999/11/1,266.138,48.11,142.367465,4.413309,26.158826,60.552304,20.840674,2.377683,1.235067,0.025121,0.354192
1999/12/1,284.399,36.1,155.632564,3.940767,26.521795,67.563373,24.589265,2.172175,1.338658,0.017944,0.504066
2000/1/1,301.224,33.57,176.226539,6.953378,32.342739,70.762352,24.95298,2.212753,1.272318,0.009119,0.645286
2000/2/1,285.462,39.78,157.450381,4.640703,28.803653,64.178502,22.137989,2.465028,1.173817,0.021147,0.705904
2000/3/1,276.303,46.04,154.990249,4.333731,35.966894,62.736512,26.292566,2.741671,1.186479,0.027356,0.350019
2000/4/1,262.79,52.59,140.225117,4.531761,37.303423,58.259145,28.051827,2.694356,1.242898,0.036862,0.330074
2000/5/1,283.661,63.14,153.663907,8.370158,51.929914,63.975913,26.999355,2.802888,1.19011,0.054712,0.408095
2000/6/1,313.914,69.03,166.892895,10.777186,52.073745,67.29855,24.798005,2.303759,1.164041,0.058204,0.447007
2000/7/1,332.548,73.87,172.583076,10.206685,62.497457,68.971667,23.759607,2.5174,1.199699,0.082456,0.379937
2000/8/1,346.745,74.05,179.400573,12.662874,68.384587,67.22615,21.643161,2.463803,1.201654,0.066352,0.376417
2000/9/1,317.831,65.57,160.11333,10.91314,48.759429,58.266574,17.527015,2.313229,1.008004,0.061696,0.33242
2000/10/1,287.107,55.09,157.145875,8.391103,36.868713,52.469741,16.921949,2.58806,1.087326,0.040161,0.411419
2000/11/1,277.982,38.03,153.697147,7.161977,30.88084,56.471424,18.866338,2.432265,1.146445,0.019983,0.823033
2000/12/1,306.789,28.44,170.722202,16.249427,32.166607,63.27641,19.386899,1.687947,1.220367,0.015327,0.383652
2001/1/1,325.135,31.35,175.303443,17.395982,35.26074,68.707077,18.611423,1.831074,1.229325,0.0065,0.38925
2001/2/1,284.756,33.98,148.059242,9.816608,31.636081,61.272407,17.231563,1.608154,1.073044,0.012568,0.431242
2001/3/1,282.825,41.49,153.452065,11.206697,37.452992,62.140712,20.132657,1.746264,1.190023,0.031498,0.53212
2001/4/1,267.023,53.08,139.033762,10.415996,39.413099,56.003026,17.722781,1.657996,1.094991,0.038759,0.684695
2001/5/1,277.245,62.82,150.043237,9.93371,44.283324,61.512445,18.875189,1.744688,1.07138,0.081053,0.635029
2001/6/1,303.011,69.24,160.887899,11.412905,50.854424,68.023098,20.429638,1.855202,1.087828,0.091143,0.669634
2001/7/1,330.163,74.48,177.141591,10.587483,65.545858,69.16604,17.832011,1.8996,1.178533,0.091994,0.634992
2001/8/1,347.193,74.3,181.052501,13.77052,70.693358,68.389496,18.592898,1.920935,1.167238,0.085299,0.577206
2001/9/1,309.594,65.7,152.449852,6.925826,53.011705,63.378451,15.009421,1.765404,1.13901,0.064803,0.490229
2001/10/1,281.455,54.37,147.218337,6.081118,49.147153,60.460967,15.024444,1.708051,1.161727,0.020813,0.606829
2001/11/1,266.216,47.41,142.472721,5.520169,37.493802,62.341711,15.211317,1.702468,1.15717,0.014289,0.470448
2001/12/1,282.491,36.12,155.711485,6.081876,40.147146,67.430878,19.07595,1.79839,1.190232,0.004036,0.615657
2002/1/1,305.271,34.48,162.520952,6.264842,40.827445,70.925863,21.49833,1.889374,1.287483,0.01132,0.811402
2002/2/1,276.556,36.39,141.429883,5.300406,37.533119,61.658274,19.911735,1.607038,1.132195,0.023565,0.713931
2002/3/1,281.198,39.54,149.724027,7.826112,43.875369,63.040647,20.731744,1.869646,1.244968,0.044397,0.852102
2002/4/1,271.16,53.49,140.49799,7.463229,42.700533,58.437062,23.929248,1.678803,1.114735,0.045858,1.024417
2002/5/1,282.99,59.29,149.646226,7.766518,43.200381,63.032192,26.375039,1.791246,1.215874,0.05764,1.077641
2002/6/1,310.461,70.86,162.73626,7.427938,58.686294,66.371896,27.957118,1.889005,1.150799,0.095543,1.126316
2002/7/1,352.411,75.85,181.001267,9.503932,76.390914,70.420827,25.196104,2.00488,1.262246,0.085537,0.890455
2002/8/1,352.9,72.86,177.961921,9.349812,76.93597,70.777688,20.80583,1.990352,1.227097,0.074925,0.976691
2002/9/1,324.316,66.85,163.497093,7.702867,61.38109,64.48079,16.838834,1.920382,1.195081,0.052608,0.735829
2002/10/1,297.643,51.84,157.194815,7.690444,47.931718,60.493052,16.827692,1.800215,1.235076,0.030956,0.734355
2002/11/1,276.449,41.97,154.171746,5.816874,38.736618,61.520324,19.281652,1.802723,1.189365,0.028175,0.655947
2002/12/1,300.296,35.08,170.230632,7.620294,39.483793,68.905472,21.138061,1.910683,1.236391,0.004307,0.755194
2003/1/1,319.369,32.81,179.356205,12.090287,42.546203,69.211084,20.238755,2.019004,1.25764,0.013217,0.632339
2003/2/1,295.275,32.79,155.283289,10.312614,37.040553,60.941869,19.473938,1.775424,1.130352,0.01783,0.745375
2003/3/1,288.217,43.3,153.322956,9.746795,39.959137,59.933261,23.830133,1.947939,1.212859,0.050027,1.036104
2003/4/1,269.942,51.89,140.368836,8.152092,38.725144,56.775591,24.51234,1.869641,1.166455,0.060309,1.092766
2003/5/1,282.607,60.98,148.573997,7.602584,42.536347,62.20196,29.00286,1.814146,1.168695,0.067962,1.006383
2003/6/1,304.355,68.05,160.558842,10.512538,47.554342,64.180727,28.217145,1.875034,1.222791,0.090682,1.047145
2003/7/1,349.042,75.47,180.005823,11.681525,69.623298,69.652754,24.472351,2.110984,1.227969,0.062407,0.953396
2003/8/1,356.772,74.66,183.469256,11.984963,75.772889,69.023878,22.596952,2.099156,1.219447,0.061992,0.815429
2003/9/1,320.492,64.96,163.243213,8.222075,52.177603,63.583645,18.143748,1.941994,1.203498,0.055857,0.895054
2003/10/1,291.353,56.55,157.577568,8.118788,45.022385,60.016207,18.092996,1.899941,1.195451,0.035436,0.897161
2003/11/1,276.443,42.35,156.536197,6.080397,38.942101,59.60002,19.362887,1.920923,1.151237,0.014031,0.961433
2003/12/1,308.164,35.29,174.417644,9.192542,37.403387,68.611699,23.567553,2.061123,1.267837,0.004251,1.104881
2004/1/1,322.657,30.34,178.714851,14.534853,41.225862,70.80616,22.650527,1.912458,1.294777,0.01261,0.999445
2004/2/1,299.938,33.57,159.7829,8.801184,43.660996,64.101949,20.626488,1.831662,1.214123,0.010862,1.021569
2004/3/1,292.001,47.41,152.551421,9.200141,43.021771,63.285116,22.628665,1.907876,1.241004,0.052929,1.291224
2004/4/1,276.309,52.68,139.830581,8.56697,45.313735,58.620255,20.670046,1.781645,1.161384,0.056902,1.294857
2004/5/1,293.021,61.92,155.287538,9.755293,54.948335,64.917412,23.810747,1.858294,1.207536,0.081776,1.701651
2004/6/1,321.851,68.09,165.842103,10.328212,57.732388,67.734073,25.051758,1.837325,1.224702,0.087876,1.397206
2004/7/1,348.864,72.9,179.599998,11.540972,71.760175,71.97504,23.112612,2.013684,1.277531,0.082103,1.16437
2004/8/1,345.396,70.16,176.372529,10.58518,70.521528,71.068483,21.364174,2.003757,1.257163,0.072846,1.050719
2004/9/1,322.373,65.66,162.593099,8.266733,60.912066,65.932057,20.206461,1.879667,1.188383,0.060632,1.089615
2004/10/1,295.213,55.36,155.903778,7.270965,50.715801,62.530352,18.564343,1.893555,1.276349,0.033521,1.028873
2004/11/1,283.555,43.99,155.766731,6.427659,43.152602,58.940863,20.580649,1.860588,1.212013,0.015342,0.932203
2004/12/1,314.771,35.06,174.942182,9.400145,44.206362,68.616627,25.797379,2.017679,1.256009,0.007758,1.172009
2005/1/1,322.027,33.39,175.247522,11.527956,44.878568,69.828239,23.922186,1.965312,1.252144,0.008668,1.131569
2005/2/1,291.198,37.94,154.168211,6.845047,38.99153,60.946934,21.331317,1.781358,1.063014,0.013082,0.966482
2005/3/1,299.356,42.31,161.863022,7.87284,45.469895,61.53853,22.63235,1.987436,1.204252,0.038157,1.560626
2005/4/1,276.073,52.27,141.460358,6.485738,45.942591,55.48401,22.77114,1.757558,1.187134,0.058263,1.697504
2005/5/1,285.776,59.56,152.345331,6.322758,48.412051,62.970464,27.003462,1.932145,1.264308,0.081153,1.74643
2005/6/1,332.524,69.21,173.147214,10.359585,68.531965,66.144275,26.480081,1.976647,1.248056,0.088476,1.796924
2005/7/1,369.851,75.31,184.212948,12.490993,88.976827,71.070011,25.66208,2.148449,1.272697,0.072329,1.420942
2005/8/1,376.918,73.2,185.729956,14.027617,92.87674,71.38155,21.342963,2.133127,1.253785,0.075845,1.138032
2005/9/1,343.197,67.37,169.922065,11.857298,67.093384,66.738979,17.143174,1.992533,1.222659,0.061108,1.468347
2005/10/1,308.589,55.38,160.731395,9.728024,50.865467,61.235597,17.781249,1.879054,1.247204,0.037665,1.44619
2005/11/1,285.77,45.01,157.091052,6.445689,43.987558,62.912709,19.124366,1.956826,1.21961,0.012755,1.609691
2005/12/1,319.705,32.7,176.134804,12.518307,47.80235,71.735067,21.845408,2.090525,1.25688,0.002793,1.827814
2006/1/1,317.44,38.93,167.478176,5.689891,36.949147,71.911532,27.067062,2.117176,1.229567,0.012935,2.382633
2006/2/1,292.304,34.83,157.015046,4.525106,41.293567,62.615654,24.469271,1.956699,1.110817,0.019533,1.921958
2006/3/1,301.873,42.62,159.588963,3.62257,48.452683,63.720849,24.40203,2.085726,1.26129,0.033404,2.358632
2006/4/1,279.531,55.26,139.729958,4.348614,50.049901,57.567204,28.36099,1.738707,1.129089,0.052074,2.471762
2006/5/1,299.481,62.28,155.290028,4.075,58.634869,62.775701,30.627686,1.930257,1.095602,0.070735,2.458683
2006/6/1,333.941,70.75,167.906785,5.427764,74.183973,68.391472,29.571103,1.995711,1.199177,0.069702,2.051766
2006/7/1,375.668,76.41,185.951209,6.648414,100.468983,72.186494,25.216498,2.135559,1.261352,0.061656,1.955064
2006/8/1,381.93,73.4,187.576335,7.970018,98.905403,72.016095,21.545687,2.185618,1.288959,0.082993,1.655187
2006/9/1,329.36,63.3,159.899187,4.289518,65.915722,66.642327,16.996491,2.005235,1.219458,0.05399,1.879144
2006/10/1,303.708,52.59,159.674126,4.595537,63.532326,57.509306,16.773581,2.000249,1.275227,0.032283,2.44213
2006/11/1,288.99,44.08,157.81729,4.393661,46.949934,61.392321,19.903375,2.025458,1.207438,0.015686,2.540489
2006/12/1,312.62,36.57,171.810042,4.122143,49.080366,70.489681,21.320148,2.092518,1.290052,0.002713,2.47169
2007/1/1,326.361,31.35,174.252799,5.573683,53.80857,74.006184,25.853423,2.328976,1.295617,0.012842,2.452315
2007/2/1,310.81,32.41,162.199173,8.427406,51.62642,65.224794,18.41999,1.882344,1.12249,0.019244,2.519793
2007/3/1,301.738,47.66,158.273044,4.988035,50.025564,64.305153,23.969348,2.02054,1.20413,0.048488,3.047092
2007/4/1,285.197,50.54,144.798894,4.673213,54.126274,57.301424,23.69439,1.80852,1.157975,0.054464,3.171703
2007/5/1,303.074,62.33,155.99134,4.474645,59.991154,65.024555,25.867369,1.957862,1.154708,0.084192,2.952341
2007/6/1,333.313,69.87,171.993816,5.417058,74.887707,68.923074,22.690273,2.096944,1.238178,0.084458,2.620416
2007/7/1,363.692,74.7,183.483472,5.141653,90.156891,72.738535,22.387101,2.186944,1.250382,0.085793,2.158372
2007/8/1,384.929,74.64,188.516118,6.815204,113.394841,72.75091,19.864682,2.215548,1.254578,0.075163,2.699365
2007/9/1,348.051,66.43,167.888405,4.650261,81.510923,67.578578,14.665919,2.125402,1.217726,0.068212,2.866722
2007/10/1,318.395,56.68,160.696139,4.446107,71.320587,61.689542,14.696096,2.095669,1.264546,0.049233,3.37654
2007/11/1,296.422,44.01,157.9356,2.835109,54.031424,64.899278,15.554257,2.106961,1.210973,0.024302,3.095036
2007/12/1,318.249,33.22,172.361497,3.863941,59.871551,71.982726,18.179868,2.179881,1.265909,0.005402,3.490232
2008/1/1,338.211,30.27,181.336696,4.145073,65.196676,70.73457,20.611016,2.188734,1.208838,0.016288,4.273185
2008/2/1,315.863,34.7,165.343004,3.376785,53.459813,65.130385,18.626748,2.041109,1.086683,0.035838,3.851749
2008/3/1,305.763,41.86,159.283729,2.855927,55.499442,64.716468,21.484681,2.170335,1.250801,0.074593,4.78202
2008/4/1,288.593,50.4,145.586621,3.141496,56.765074,57.332716,22.050355,2.055895,1.218121,0.094132,5.225282
2008/5/1,299.24,59.36,153.47266,3.154704,55.664508,64.825901,27.045787,2.035498,1.258915,0.098735,5.340284
2008/6/1,339.983,69.6,169.600094,4.676269,77.684894,70.319366,29.043352,2.192094,1.260302,0.128152,5.140376
2008/7/1,372.807,74.08,185.208307,3.904348,92.534204,74.31827,25.428544,2.371784,1.278754,0.110868,4.008401
2008/8/1,364.047,72.28,179.081504,3.553728,92.025284,72.617066,21.111171,2.307435,1.272715,0.105272,3.264406
2008/9/1,331.964,65.21,159.933077,3.888301,73.270237,67.053867,16.080543,2.140246,1.233687,0.092588,3.111452
2008/10/1,302.497,53.98,150.46361,3.030362,66.623548,62.820353,15.371753,2.08817,1.276855,0.060238,4.756401
2008/11/1,288.196,43.92,153.01619,3.104537,55.481553,63.408145,15.545903,2.163896,1.233292,0.028845,4.993646
2008/12/1,318.996,31.87,166.512092,4.04969,58.166278,72.931328,20.695686,2.261185,1.261013,0.018686,6.615899
2009/1/1,331.993,31.05,170.625513,5.735916,59.968604,74.102489,23.316494,2.245743,1.28881,0.00719,5.950812
2009/2/1,295.889,36.77,139.742743,2.998896,56.163926,64.227211,17.662097,2.081005,1.167779,0.030442,5.852151
2009/3/1,294.059,42.87,134.313758,3.076896,61.836789,67.240567,21.623957,2.205531,1.300335,0.078103,7.099043
2009/4/1,274.99,50.92,124.802774,2.557206,55.300721,59.408407,25.570066,2.05557,1.222104,0.099411,7.457674
2009/5/1,285.043,61.65,130.526754,2.964667,62.125224,65.395452,29.364088,2.071964,1.235186,0.110419,6.261944
2009/6/1,316.044,68.54,146.84498,2.993508,77.591126,69.734736,29.055461,2.28574,1.208799,0.103407,5.599407
2009/7/1,349.353,72.63,156.943112,3.110772,94.487312,72.948979,23.242949,2.393656,1.2554,0.121182,4.95493
2009/8/1,356.666,71.89,161.916545,3.39051,101.635828,72.244597,19.443567,2.416587,1.251219,0.116285,5.46446
2009/9/1,321.62,66.38,135.949798,2.606674,84.942066,65.751794,17.262643,2.19272,1.216783,0.09499,4.650692
2009/10/1,297.911,50.5,138.66706,2.339805,65.852375,58.020927,19.55209,2.139991,1.221079,0.068098,6.813608
2009/11/1,278.659,45.84,135.643906,1.846265,56.734611,59.069208,20.864873,2.211238,1.273265,0.040401,6.875162
2009/12/1,321.505,29.64,165.146083,2.189912,64.36707,70.710218,24.547608,2.392013,1.3679,0.021208,6.906041
2010/1/1,342.963,30.67,171.66023,4.110642,66.846916,72.569341,22.207396,2.304974,1.31184,0.009838,6.853068
2010/2/1,308.604,31.8,151.461095,2.165584,59.55587,65.24537,20.421122,2.133029,1.159038,0.032766,5.430995
2010/3/1,303.395,43.57,142.664919,2.299006,56.491681,64.634721,20.690727,2.33028,1.306596,0.075858,8.587545
2010/4/1,277.143,53.24,125.61464,2.108936,58.123504,57.611073,18.89849,2.170978,1.240251,0.112093,9.762845
2010/5/1,294.34,59.88,141.669249,2.80133,66.862133,66.658365,24.903212,2.189145,1.310548,0.15291,8.696024
2010/6/1,341.93,70.48,163.912106,3.792107,85.033288,68.301322,29.710671,2.364252,1.263676,0.175107,8.047996
2010/7/1,380.708,74.71,177.777932,4.199306,106.960747,71.913468,24.405175,2.47965,1.273616,0.160517,6.722928
2010/8/1,384.067,74.05,175.848474,3.375316,112.960941,71.574103,20.019365,2.487223,1.296912,0.15555,6.684777
2010/9/1,338.964,66.49,147.157217,2.608186,85.497765,69.371195,17.187552,2.338144,1.252569,0.136867,7.104319
2010/10/1,298.445,56.14,130.662656,2.037048,70.876258,62.750833,17.561478,2.216747,1.222,0.074937,7.942198
2010/11/1,285.42,42.31,133.815364,1.879483,62.305479,62.655206,19.425593,2.346253,1.25233,0.076341,9.745848
2010/12/1,330.773,32.47,165.493662,3.301781,69.874833,73.683304,23.024143,2.461396,1.329837,0.04283,9.057633
2011/1/1,345.36,29.71,169.390428,3.229362,66.932337,72.742813,25.386279,2.227739,1.346945,0.037317,8.547185
2011/2/1,306.946,33.04,137.082332,2.25524,59.379823,64.789078,23.969663,2.065769,1.215006,0.080875,10.447502
2011/3/1,302.45,43.07,133.583554,2.525729,59.361715,65.661598,30.944533,2.19633,1.337484,0.116353,10.540223
2011/4/1,285.584,51.96,123.271719,2.257015,63.256726,54.547338,31.007715,1.956112,1.239063,0.155268,12.416544
2011/5/1,298.674,59.13,135.820363,2.218093,68.174639,57.012914,32.386101,2.05551,1.317548,0.180639,11.767314
2011/6/1,339.888,69.82,156.71615,2.438455,83.426133,65.270134,31.998723,2.300391,1.214562,0.210369,10.980752
2011/7/1,382.828,76.14,175.129232,3.005887,111.50221,72.34485,31.173148,2.461264,1.26904,0.180582,7.485665
2011/8/1,385.012,75,169.798386,2.449307,111.539534,71.338566,25.665968,2.445437,1.274632,0.217653,7.470655
2011/9/1,337.446,66.09,139.648363,2.271616,84.299595,66.848854,21.254039,2.235403,1.225547,0.177315,6.8655
2011/10/1,298.637,55.09,125.441682,1.894066,71.962168,63.33697,19.659526,2.161569,1.280628,0.1512,10.519093
2011/11/1,286.123,43.75,120.322853,1.632438,68.262278,64.47388,20.532639,2.202511,1.271218,0.103049,12.431199
2011/12/1,313.652,35.4,131.685671,2.024952,78.193218,71.837372,23.552188,2.414084,1.324395,0.116662,10.649244
2012/1/1,322.643,36.12,127.873502,2.132002,83.122265,72.381186,22.82956,2.32461,1.263252,0.091177,13.624289
2012/2/1,298.001,37.51,112.773619,1.67238,83.307869,63.847023,20.040899,2.161988,1.19333,0.129102,11.045455
2012/3/1,294.744,50.41,104.410422,1.303815,85.000984,61.728613,25.672166,2.245914,1.285149,0.22134,14.019244
2012/4/1,281.294,54.68,95.2843,1.286544,87.748036,55.870931,26.113365,2.032931,1.248299,0.304907,12.701961
2012/5/1,308.266,63.45,114.929688,1.526776,99.625294,62.081445,28.427488,2.199292,1.303996,0.445155,12.53501
2012/6/1,336.586,70.54,130.147235,1.839836,107.684977,65.140085,26.481879,2.303743,1.27748,0.507994,11.966928
2012/7/1,383.49,76.77,159.177892,2.08649,130.133133,69.129329,26.35188,2.490795,1.320648,0.491553,8.817833
2012/8/1,377.208,73.8,150.940993,1.820821,123.159522,69.602111,22.880059,2.491822,1.303839,0.444966,8.465203
2012/9/1,329.457,66.31,124.49593,1.595332,100.26703,64.510882,17.442932,2.311139,1.299983,0.438986,8.785174
2012/10/1,301.882,53.89,119.952488,1.556107,84.207048,59.743218,16.306084,2.29778,1.329149,0.415015,12.62836
2012/11/1,289.518,44.01,127.64776,1.514587,72.601394,56.712757,18.517724,2.299719,1.347052,0.335154,11.642313
2012/12/1,309.216,35.92,132.923026,1.737065,75.93353,68.583669,22.795464,2.445988,1.390249,0.338691,14.516935
2013/1/1,332.978,32.25,136.952224,2.501174,80.389223,71.405817,24.501076,2.391274,1.38188,0.299864,14.729376
